label	x	x	SentenceA	SentenceB
0	x	x	perfect location and cool design coffee machine concept in the room rocks	cool coffee machine
1	x	x	Mercury Amsterdam Be very careful 22 22 50e for a slice of toast and a coffee products not available scrambled pancakes Sullen disinterested staff who state ask her	disinterested staff
1	x	x	Nice breakfast great location for museums Leidseplein	great breakfast
1	x	x	It has good view near to shops has their own parking	near to shops
1	x	x	Very dark great blackout curtains	Very dark great blackout curtains
1	x	x	The first room I was given was really good	really good room
1	x	x	Nice toiletries including conditioner that were replaced once used	Nice toiletries
0	x	x	Clean rooms modern hotel well located super helpful staff Nice Gym with excellent breakfast options	excellent Gym
0	x	x	Absolutely blew me and my missus away Funky Futuristic the spa is out of this world must check it out if you stay there Location wise couldn t ask to be in better place everything is really close by Staff	really close by Futuristic
1	x	x	The friendly staff in bar restaurant	friendly staff
1	x	x	I don t mean a design hotel which is all design and no hotel of which Amsterdam has many The staff are friendly efficient knowledgeable and make everything run smoothly As a business traveller this is what I want and this is what NH provides	smoothly everything
0	x	x	Great location friendly and helpful staff Excellent breakfast Staff noticed that it was my wife s birthday from the registration form and took the time to leave birthday greetings in the room together with a gift of some Dutch biscuits	friendly location
1	x	x	At check in we lost quite some time because of difficult guests ahead of us Television is fairly small and remote control quite slow to change channels	lost quite some time
0	x	x	Good breakfast Clean rooms Nice staffs	Clean breakfast
0	x	x	Excellent hotel Bed we so comfortable Location great And very clean and friendly	comfortable Location
1	x	x	Shower leaked Bed too soft Location too far out of town	too far out of town Location
1	x	x	very good breakfast and extra comfort bed very comfortable bathroom and spacious shower stall great shower fittings	great shower fittings
0	x	x	The room size is spacious Excellent location Kids area at the lobby while waiting for check in and check out is a brilliant idea	brilliant idea location
0	x	x	Beautiful Building and and ambience The suite was well equipped and comfortable	well equipped Building
1	x	x	Absolutely blew me and my missus away Funky Futuristic the spa is out of this world must check it out if you stay there Location wise couldn t ask to be in better place everything is really close by Staff	really close by everything
1	x	x	Comfy beds and nice and quiet and away from the bustle but close enough to walk into the centre or get the tram	close enough to walk into the centre
0	x	x	Friendly staff complimentary drinks and snacks comfy beds quiet room	comfy drinks and snacks
1	x	x	We walked the remainder of the way from the station to the hotel approximately10 minutes but Tram 24 stops right outside of the hotel if you didn t want to walk Rooms were very clean if a little careworn Breakfast was well laid out and varied fresh fruit yoghurt excellent selection of breads rolls and meat and cheese Cooked food also available	available Cooked food
1	x	x	Friendly staff complimentary drinks and snacks comfy beds quiet room	Friendly staff
0	x	x	The location was great as it was not far from tourist areas but far enough away to avoid tourists at all times	far enough away tourist areas
0	x	x	We walked the remainder of the way from the station to the hotel approximately10 minutes but Tram 24 stops right outside of the hotel if you didn t want to walk Rooms were very clean if a little careworn Breakfast was well laid out and varied fresh fruit yoghurt excellent selection of breads rolls and meat and cheese Cooked food also available	approximately10 minutes but Rooms
1	x	x	The bed was brilliant and the writing on the wall was highly entertaining	highly entertaining writing
0	x	x	so convenient Breakfast is a relaxed uncomplicated experience waiters don t hover around eyeing you to make sure you re even allowed to have breakfast Also the pantry is such a nice touch Loved this hotel	convenient Breakfast
0	x	x	The room was very nice Great style I loved the bed Big and quite luxurious	Great bed
1	x	x	Perfect atmosphere location in Amsterdam very cozy and comfortable rooms meal and service were great staff were very kind and cheerful the price was fair compared to the equivalent hotels around	great meal
1	x	x	Good location clean and comfortable	Good location
0	x	x	This is an exquisite destination in Amsterdam Central stylish calm with excellent service right on the canal	stylish destination
1	x	x	Also nice bar with music top barman and great lobby Overall great experience	great experience
1	x	x	It does sit on a tram line literally across the street so access to Amsterdam was fast and easy Also because it was away from downtown a little bit	away from downtown
0	x	x	Good location very clean and the beds were really comfy	very clean beds
0	x	x	Our second room at the corner with big windows was great Breakfast was not very rich	great Breakfast
